record_id,timestamp,latitude,longitude,road_id,vehicle_count,avg_speed_kmh,vehicle_type,traffic_density,weather,visibility_m,road_condition,accident_occurred,accident_severity,alert_generated,temperature_c,humidity_pct,year,month,month_name,quarter,day,day_of_week,hour,is_weekend,time_of_day,accident_flag,alert_flag,severe_accident_flag,fatal_accident_flag,alert_success_type,traffic_density_score,traffic_flow_rate,visibility_category,region
3213,2023-10-10 14:25:00,20.5907189,69.12101147,RD-46,458,23,Car,High,Storm,1495,Slippery,No,Not Applicable,No,25.38,69.85,2023,10,October,Q4,10,Tuesday,14,0,Midday,0,0,0,0,Normal Flow (True Negative),3,10534,Moderate (1-4km),West
3214,2021-08-21 21:31:00,17.04234754,69.7149576,RD-128,235,31,Truck,Low,Snow,8198,Slippery,No,Not Applicable,No,40.82,55.6,2021,8,August,Q3,21,Saturday,21,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),1,7285,Good (>4km),West
3215,2018-07-10 11:33:00,13.83470372,76.55312183,RD-81,113,65,Car,Low,Clear,4143,Wet,No,Not Applicable,No,26.89,83.35,2018,7,July,Q3,10,Tuesday,11,0,Midday,0,0,0,0,Normal Flow (True Negative),1,7345,Good (>4km),South
3216,2018-02-12 09:13:00,22.6096093,84.61507664,RD-256,360,70,Bus,Medium,Rain,5913,Under Maintenance,Yes,Unspecified,No,23.53,80.71,2018,2,February,Q1,12,Monday,9,0,Morning Peak,1,0,0,0,Missed Incident (False Negative),2,25200,Good (>4km),Central
3217,2022-02-03 07:02:00,32.72191827,96.77456898,RD-47,112,56,Truck,High,Fog,7127,Wet,No,Not Applicable,Yes,24.96,61.53,2022,2,February,Q1,3,Thursday,7,0,Morning Peak,0,1,0,0,False Alarm (False Positive),3,6272,Good (>4km),North
3218,2019-11-27 10:53:00,35.46054051,70.62860569,RD-352,352,60,Bus,Very High,Storm,6006,Slippery,No,Not Applicable,No,20.06,71.49,2019,11,November,Q4,27,Wednesday,10,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),4,21120,Good (>4km),North
3219,2019-07-01 09:58:00,36.18959132,81.72195318,RD-317,460,18,Bike,High,Storm,2270,Wet,No,Not Applicable,No,41.56,83.0,2019,7,July,Q3,1,Monday,9,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),3,8280,Moderate (1-4km),North
3220,2020-10-07 19:25:00,23.40997182,85.45084579,RD-174,112,105,Car,Low,Snow,4927,Under Maintenance,No,Not Applicable,Yes,41.97,59.74,2020,10,October,Q4,7,Wednesday,19,0,Evening Peak,0,1,0,0,False Alarm (False Positive),1,11760,Good (>4km),East
3221,2022-10-16 01:22:00,25.55255002,91.87005197,RD-477,157,37,Bus,Medium,Fog,9793,Dry,No,Not Applicable,No,35.45,48.8,2022,10,October,Q4,16,Sunday,1,1,Night,0,0,0,0,Normal Flow (True Negative),2,5809,Good (>4km),East
3222,2021-06-20 04:59:00,24.86465318,87.99880354,RD-497,195,112,Truck,Very High,Snow,2623,Slippery,No,Not Applicable,No,24.84,75.22,2021,6,June,Q2,20,Sunday,4,1,Night,0,0,0,0,Normal Flow (True Negative),4,21840,Moderate (1-4km),East
3223,2022-04-16 16:48:00,21.51319947,91.42450581,RD-389,185,16,Bus,Low,Snow,3383,Dry,No,Not Applicable,No,22.51,43.2,2022,4,April,Q2,16,Saturday,16,1,Midday,0,0,0,0,Normal Flow (True Negative),1,2960,Moderate (1-4km),East
3224,2021-05-29 23:12:00,12.41495462,83.15160121,RD-321,419,119,Truck,Medium,Rain,5249,Slippery,No,Not Applicable,No,20.57,53.31,2021,5,May,Q2,29,Saturday,23,1,Night,0,0,0,0,Normal Flow (True Negative),2,49861,Good (>4km),South
3225,2023-08-19 12:13:00,9.898301916,80.5851533,RD-31,427,89,Mixed,Low,Rain,6025,Wet,No,Not Applicable,No,24.97,81.94,2023,8,August,Q3,19,Saturday,12,1,Midday,0,0,0,0,Normal Flow (True Negative),1,38003,Good (>4km),South
3226,2018-08-13 09:28:00,20.66249898,85.9431212,RD-31,425,98,Car,Low,Snow,7680,Slippery,No,Not Applicable,No,46.73,73.47,2018,8,August,Q3,13,Monday,9,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),1,41650,Good (>4km),East
3227,2018-12-13 02:30:00,13.39886316,94.12525347,RD-183,362,90,Bike,High,Clear,7314,Wet,No,Not Applicable,No,27.25,54.23,2018,12,December,Q4,13,Thursday,2,0,Night,0,0,0,0,Normal Flow (True Negative),3,32580,Good (>4km),South
3228,2019-09-24 03:56:00,33.71290061,83.9745677,RD-331,305,70,Bus,Low,Storm,7884,Under Maintenance,No,Not Applicable,Yes,30.63,42.88,2019,9,September,Q3,24,Tuesday,3,0,Night,0,1,0,0,False Alarm (False Positive),1,21350,Good (>4km),North
3229,2022-05-22 20:08:00,30.0892984,85.56220046,RD-79,14,97,Bus,Very High,Clear,3157,Under Maintenance,No,Not Applicable,No,23.16,51.36,2022,5,May,Q2,22,Sunday,20,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),4,1358,Moderate (1-4km),North
3230,2020-11-13 18:09:00,25.93379442,77.80130844,RD-360,19,28,Mixed,Low,Storm,6896,Wet,No,Not Applicable,No,26.67,47.05,2020,11,November,Q4,13,Friday,18,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),1,532,Good (>4km),Central
3231,2018-02-12 19:55:00,9.374947278,85.28752192,RD-275,493,100,Truck,High,Fog,1402,Under Maintenance,Yes,Major,No,35.58,40.57,2018,2,February,Q1,12,Monday,19,0,Evening Peak,1,0,1,0,Missed Incident (False Negative),3,49300,Moderate (1-4km),South
3232,2020-09-12 06:37:00,26.04511701,86.20515956,RD-406,231,49,Bike,Medium,Fog,236,Wet,No,Not Applicable,No,38.23,74.6,2020,9,September,Q3,12,Saturday,6,1,Night,0,0,0,0,Normal Flow (True Negative),2,11319,Poor (<1km),East
3233,2022-02-01 11:31:00,26.01100676,89.8493391,RD-55,82,80,Truck,Low,Clear,6735,Wet,No,Not Applicable,Yes,27.36,45.12,2022,2,February,Q1,1,Tuesday,11,0,Midday,0,1,0,0,False Alarm (False Positive),1,6560,Good (>4km),East
3234,2019-03-24 22:32:00,20.73712647,84.59312416,RD-65,183,59,Truck,Low,Snow,2384,Under Maintenance,No,Not Applicable,No,21.73,57.25,2019,3,March,Q1,24,Sunday,22,1,Night,0,0,0,0,Normal Flow (True Negative),1,10797,Moderate (1-4km),Central
3235,2023-05-03 04:56:00,27.07483674,73.72895855,RD-250,41,75,Bus,High,Snow,6739,Slippery,No,Not Applicable,No,31.73,53.15,2023,5,May,Q2,3,Wednesday,4,0,Night,0,0,0,0,Normal Flow (True Negative),3,3075,Good (>4km),West
3236,2020-04-22 10:10:00,32.8795214,84.87585644,RD-120,454,57,Bus,Medium,Fog,3036,Dry,Yes,Minor,No,27.03,88.92,2020,4,April,Q2,22,Wednesday,10,0,Morning Peak,1,0,0,0,Missed Incident (False Negative),2,25878,Moderate (1-4km),North
3237,2021-09-14 12:15:00,29.98161876,76.63827086,RD-163,94,70,Bus,Low,Snow,9589,Slippery,No,Not Applicable,No,26.59,53.47,2021,9,September,Q3,14,Tuesday,12,0,Midday,0,0,0,0,Normal Flow (True Negative),1,6580,Good (>4km),North
3238,2019-03-10 18:53:00,21.72959188,70.53241036,RD-286,435,108,Car,Low,Rain,7593,Under Maintenance,No,Not Applicable,No,48.8,34.8,2019,3,March,Q1,10,Sunday,18,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),1,46980,Good (>4km),West
3239,2018-02-13 19:55:00,15.60625045,91.93756081,RD-404,379,23,Car,Very High,Fog,7905,Wet,Yes,Unspecified,No,38.49,35.39,2018,2,February,Q1,13,Tuesday,19,0,Evening Peak,1,0,0,0,Missed Incident (False Negative),4,8717,Good (>4km),South
3240,2022-11-18 03:14:00,21.8572816,69.91609127,RD-331,291,55,Bus,High,Storm,9669,Slippery,No,Not Applicable,No,36.71,65.45,2022,11,November,Q4,18,Friday,3,0,Night,0,0,0,0,Normal Flow (True Negative),3,16005,Good (>4km),West
3241,2019-08-31 17:44:00,35.43315424,86.31939382,RD-388,416,86,Truck,Medium,Storm,317,Under Maintenance,No,Not Applicable,No,32.47,65.96,2019,8,August,Q3,31,Saturday,17,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,35776,Poor (<1km),North
3242,2021-07-26 08:59:00,31.77961021,96.66634378,RD-178,402,102,Bike,Low,Snow,2400,Dry,No,Not Applicable,Yes,32.87,55.13,2021,7,July,Q3,26,Monday,8,0,Morning Peak,0,1,0,0,False Alarm (False Positive),1,41004,Moderate (1-4km),North
3243,2023-04-16 11:37:00,8.784151003,70.54095597,RD-413,462,70,Bike,High,Storm,7429,Slippery,No,Not Applicable,Yes,36.23,55.91,2023,4,April,Q2,16,Sunday,11,1,Midday,0,1,0,0,False Alarm (False Positive),3,32340,Good (>4km),South
3244,2023-07-04 01:17:00,30.70593428,74.38382347,RD-457,64,49,Truck,High,Storm,6372,Wet,No,Not Applicable,No,40.89,33.24,2023,7,July,Q3,4,Tuesday,1,0,Night,0,0,0,0,Normal Flow (True Negative),3,3136,Good (>4km),North
3245,2022-07-12 12:09:00,12.9461715,90.06332217,RD-225,145,106,Mixed,High,Clear,6441,Wet,No,Not Applicable,No,41.06,60.99,2022,7,July,Q3,12,Tuesday,12,0,Midday,0,0,0,0,Normal Flow (True Negative),3,15370,Good (>4km),South
3246,2020-11-12 20:45:00,24.56222866,70.80992982,RD-376,125,44,Truck,Medium,Clear,3290,Wet,No,Not Applicable,No,25.15,60.28,2020,11,November,Q4,12,Thursday,20,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,5500,Moderate (1-4km),West
3247,2022-10-29 12:45:00,31.3890086,92.14902574,RD-99,65,87,Bike,High,Storm,9741,Under Maintenance,No,Not Applicable,No,35.0,38.97,2022,10,October,Q4,29,Saturday,12,1,Midday,0,0,0,0,Normal Flow (True Negative),3,5655,Good (>4km),North
3248,2018-01-17 02:34:00,24.27736427,68.00783355,RD-11,448,10,Mixed,Low,Fog,3223,Slippery,No,Not Applicable,No,32.36,36.23,2018,1,January,Q1,17,Wednesday,2,0,Night,0,0,0,0,Normal Flow (True Negative),1,4480,Moderate (1-4km),West
3249,2018-06-21 16:28:00,19.71196105,93.80847288,RD-353,252,55,Mixed,Low,Storm,6224,Under Maintenance,Yes,Major,No,46.12,37.41,2018,6,June,Q2,21,Thursday,16,0,Midday,1,0,1,0,Missed Incident (False Negative),1,13860,Good (>4km),East
3250,2018-03-08 20:10:00,17.31676147,69.93787142,RD-194,247,45,Bike,Medium,Rain,541,Slippery,No,Not Applicable,No,38.94,36.06,2018,3,March,Q1,8,Thursday,20,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,11115,Poor (<1km),West
3251,2023-12-07 15:56:00,16.84790698,94.73741561,RD-184,308,51,Mixed,Low,Fog,6633,Dry,No,Not Applicable,No,35.98,66.58,2023,12,December,Q4,7,Thursday,15,0,Midday,0,0,0,0,Normal Flow (True Negative),1,15708,Good (>4km),East
3252,2020-12-17 13:59:00,32.28539763,93.07198576,RD-371,340,21,Car,Medium,Rain,7350,Dry,No,Not Applicable,No,23.46,41.79,2020,12,December,Q4,17,Thursday,13,0,Midday,0,0,0,0,Normal Flow (True Negative),2,7140,Good (>4km),North
3253,2022-05-29 12:31:00,31.92647604,83.64733045,RD-69,65,27,Bus,Low,Rain,7194,Dry,No,Not Applicable,No,38.17,45.09,2022,5,May,Q2,29,Sunday,12,1,Midday,0,0,0,0,Normal Flow (True Negative),1,1755,Good (>4km),North
3254,2019-12-27 09:51:00,31.8779228,90.56051022,RD-129,173,44,Mixed,High,Snow,9136,Wet,No,Not Applicable,No,23.52,40.41,2019,12,December,Q4,27,Friday,9,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),3,7612,Good (>4km),North
3255,2020-11-02 21:29:00,16.19914136,70.17142859,RD-461,411,77,Mixed,Low,Clear,1516,Slippery,No,Not Applicable,No,30.12,87.47,2020,11,November,Q4,2,Monday,21,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),1,31647,Moderate (1-4km),West
3256,2021-02-25 10:02:00,31.16861537,71.91928771,RD-21,296,41,Car,High,Snow,9747,Slippery,No,Not Applicable,No,24.29,81.28,2021,2,February,Q1,25,Thursday,10,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),3,12136,Good (>4km),North
3257,2020-09-23 13:39:00,9.062410406,78.70933296,RD-249,498,106,Car,Medium,Rain,5928,Under Maintenance,No,Not Applicable,Yes,40.76,43.83,2020,9,September,Q3,23,Wednesday,13,0,Midday,0,1,0,0,False Alarm (False Positive),2,52788,Good (>4km),South
3258,2020-07-19 20:22:00,13.9872316,83.58629905,RD-362,17,89,Truck,Very High,Snow,7418,Wet,No,Not Applicable,No,26.19,49.65,2020,7,July,Q3,19,Sunday,20,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),4,1513,Good (>4km),South
3259,2022-07-27 18:38:00,22.92058669,93.17821353,RD-225,109,62,Bike,High,Snow,7426,Wet,No,Not Applicable,Yes,31.76,42.59,2022,7,July,Q3,27,Wednesday,18,0,Evening Peak,0,1,0,0,False Alarm (False Positive),3,6758,Good (>4km),East
3260,2022-06-12 21:21:00,19.79563872,83.73773298,RD-287,156,25,Truck,High,Fog,1158,Under Maintenance,No,Not Applicable,No,46.87,59.51,2022,6,June,Q2,12,Sunday,21,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),3,3900,Moderate (1-4km),Central
3261,2019-10-19 22:04:00,11.24475945,87.29095029,RD-151,415,31,Bike,Very High,Snow,5924,Dry,No,Not Applicable,No,26.13,31.18,2019,10,October,Q4,19,Saturday,22,1,Night,0,0,0,0,Normal Flow (True Negative),4,12865,Good (>4km),South
3262,2023-02-08 09:27:00,9.209893336,87.71664819,RD-278,75,15,Car,Very High,Fog,2427,Wet,No,Not Applicable,No,35.23,70.28,2023,2,February,Q1,8,Wednesday,9,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),4,1125,Moderate (1-4km),South
3263,2020-03-16 21:13:00,25.72396295,93.4494757,RD-357,148,43,Bus,Low,Snow,746,Wet,No,Not Applicable,No,32.58,61.39,2020,3,March,Q1,16,Monday,21,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),1,6364,Poor (<1km),East
3264,2019-01-16 20:16:00,17.09095723,90.52588757,RD-251,204,98,Bike,Medium,Snow,5365,Wet,No,Not Applicable,No,20.54,83.92,2019,1,January,Q1,16,Wednesday,20,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,19992,Good (>4km),East
3265,2019-06-20 03:37:00,8.462890178,96.33387866,RD-98,298,67,Bike,Low,Rain,8299,Dry,No,Not Applicable,No,43.78,39.86,2019,6,June,Q2,20,Thursday,3,0,Night,0,0,0,0,Normal Flow (True Negative),1,19966,Good (>4km),South
3266,2021-09-09 14:52:00,20.49594428,68.58036651,RD-291,467,32,Car,Medium,Rain,6829,Wet,No,Not Applicable,No,22.07,78.25,2021,9,September,Q3,9,Thursday,14,0,Midday,0,0,0,0,Normal Flow (True Negative),2,14944,Good (>4km),West
3267,2022-04-21 22:52:00,16.89624637,74.02703162,RD-96,318,88,Mixed,Very High,Storm,3314,Dry,No,Not Applicable,No,34.23,77.52,2022,4,April,Q2,21,Thursday,22,0,Night,0,0,0,0,Normal Flow (True Negative),4,27984,Moderate (1-4km),West
3268,2018-11-04 06:11:00,24.72161315,94.98292633,RD-279,438,51,Truck,High,Storm,1955,Slippery,No,Not Applicable,Yes,36.82,37.63,2018,11,November,Q4,4,Sunday,6,1,Night,0,1,0,0,False Alarm (False Positive),3,22338,Moderate (1-4km),East
3269,2021-03-06 05:21:00,34.96460484,90.9743864,RD-179,204,113,Bus,Medium,Fog,7456,Wet,No,Not Applicable,Yes,38.85,53.91,2021,3,March,Q1,6,Saturday,5,1,Night,0,1,0,0,False Alarm (False Positive),2,23052,Good (>4km),North
3270,2021-07-01 23:58:00,16.92812375,75.75351964,RD-166,132,51,Bike,Medium,Rain,9375,Under Maintenance,No,Not Applicable,No,40.66,40.21,2021,7,July,Q3,1,Thursday,23,0,Night,0,0,0,0,Normal Flow (True Negative),2,6732,Good (>4km),Central
3271,2019-12-22 03:41:00,36.91695903,96.253153,RD-375,304,114,Mixed,Medium,Storm,8698,Wet,No,Not Applicable,No,27.6,45.28,2019,12,December,Q4,22,Sunday,3,1,Night,0,0,0,0,Normal Flow (True Negative),2,34656,Good (>4km),North
3272,2023-11-23 19:37:00,10.49530057,93.22654979,RD-240,258,106,Car,Very High,Snow,1565,Dry,Yes,Unspecified,Yes,20.3,45.79,2023,11,November,Q4,23,Thursday,19,0,Evening Peak,1,1,0,0,True Positive,4,27348,Moderate (1-4km),South
3273,2020-01-26 09:55:00,10.56006674,69.87505957,RD-141,430,8,Bike,Very High,Rain,1561,Under Maintenance,No,Not Applicable,No,41.7,63.37,2020,1,January,Q1,26,Sunday,9,1,Morning Peak,0,0,0,0,Normal Flow (True Negative),4,3440,Moderate (1-4km),South
3274,2021-03-09 00:42:00,28.67583814,91.5279855,RD-445,107,65,Mixed,Low,Snow,7551,Slippery,No,Not Applicable,No,36.07,54.68,2021,3,March,Q1,9,Tuesday,0,0,Night,0,0,0,0,Normal Flow (True Negative),1,6955,Good (>4km),North
3275,2023-08-10 05:30:00,29.7103225,90.75014079,RD-426,59,22,Truck,High,Snow,2301,Under Maintenance,No,Not Applicable,No,45.08,86.86,2023,8,August,Q3,10,Thursday,5,0,Night,0,0,0,0,Normal Flow (True Negative),3,1298,Moderate (1-4km),North
3276,2018-08-22 22:41:00,20.26326466,74.41343849,RD-307,293,54,Car,High,Fog,7511,Slippery,No,Not Applicable,Yes,44.64,37.58,2018,8,August,Q3,22,Wednesday,22,0,Night,0,1,0,0,False Alarm (False Positive),3,15822,Good (>4km),West
3277,2018-10-11 16:32:00,16.2953803,87.40814882,RD-469,279,97,Mixed,Low,Rain,1546,Wet,No,Not Applicable,No,45.3,88.42,2018,10,October,Q4,11,Thursday,16,0,Midday,0,0,0,0,Normal Flow (True Negative),1,27063,Moderate (1-4km),East
3278,2023-01-21 05:09:00,31.0260601,96.13655165,RD-441,317,40,Mixed,Medium,Snow,8136,Slippery,No,Not Applicable,No,34.55,43.84,2023,1,January,Q1,21,Saturday,5,1,Night,0,0,0,0,Normal Flow (True Negative),2,12680,Good (>4km),North
3279,2020-06-23 04:00:00,35.7309294,87.6001951,RD-284,387,95,Bike,Very High,Fog,2857,Under Maintenance,No,Not Applicable,No,30.01,76.37,2020,6,June,Q2,23,Tuesday,4,0,Night,0,0,0,0,Normal Flow (True Negative),4,36765,Moderate (1-4km),North
3280,2021-07-17 21:03:00,36.70715491,91.5991905,RD-83,101,5,Truck,High,Clear,9908,Dry,No,Not Applicable,Yes,43.75,50.34,2021,7,July,Q3,17,Saturday,21,1,Evening Peak,0,1,0,0,False Alarm (False Positive),3,505,Good (>4km),North
3281,2020-03-30 04:43:00,26.39916833,70.88220907,RD-36,39,39,Car,High,Clear,3169,Dry,No,Not Applicable,Yes,33.54,38.58,2020,3,March,Q1,30,Monday,4,0,Night,0,1,0,0,False Alarm (False Positive),3,1521,Moderate (1-4km),West
3282,2018-04-22 18:42:00,29.46332723,89.09630489,RD-272,167,9,Car,High,Snow,4277,Under Maintenance,No,Not Applicable,No,25.5,81.47,2018,4,April,Q2,22,Sunday,18,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),3,1503,Good (>4km),North
3283,2023-10-18 02:57:00,31.84515126,73.9378867,RD-80,130,10,Truck,Medium,Snow,8835,Dry,No,Not Applicable,Yes,45.65,48.53,2023,10,October,Q4,18,Wednesday,2,0,Night,0,1,0,0,False Alarm (False Positive),2,1300,Good (>4km),North
3284,2019-10-26 01:50:00,31.16722472,70.083771,RD-231,164,64,Bus,Low,Clear,5813,Under Maintenance,No,Not Applicable,No,46.48,69.53,2019,10,October,Q4,26,Saturday,1,1,Night,0,0,0,0,Normal Flow (True Negative),1,10496,Good (>4km),North
3285,2023-05-19 01:40:00,36.80837678,84.01024531,RD-152,75,104,Bike,Low,Storm,8939,Dry,No,Not Applicable,No,33.99,63.99,2023,5,May,Q2,19,Friday,1,0,Night,0,0,0,0,Normal Flow (True Negative),1,7800,Good (>4km),North
3286,2018-01-29 06:00:00,31.50252372,89.76772227,RD-420,110,9,Mixed,High,Fog,3280,Dry,No,Not Applicable,Yes,22.27,58.31,2018,1,January,Q1,29,Monday,6,0,Night,0,1,0,0,False Alarm (False Positive),3,990,Moderate (1-4km),North
3287,2021-04-07 12:01:00,27.21460045,83.8556011,RD-135,342,112,Bike,Medium,Snow,7272,Under Maintenance,No,Not Applicable,No,31.63,59.75,2021,4,April,Q2,7,Wednesday,12,0,Midday,0,0,0,0,Normal Flow (True Negative),2,38304,Good (>4km),Central
3288,2023-03-11 05:02:00,18.91026225,95.01630935,RD-278,304,36,Truck,Very High,Clear,8701,Under Maintenance,Yes,Major,No,44.11,73.93,2023,3,March,Q1,11,Saturday,5,1,Night,1,0,1,0,Missed Incident (False Negative),4,10944,Good (>4km),East
3289,2021-06-27 09:54:00,25.34161159,88.17432402,RD-188,435,43,Mixed,High,Clear,9611,Slippery,No,Not Applicable,No,47.05,35.27,2021,6,June,Q2,27,Sunday,9,1,Morning Peak,0,0,0,0,Normal Flow (True Negative),3,18705,Good (>4km),East
3290,2019-05-23 05:43:00,33.53042406,71.4096699,RD-233,293,113,Bus,Low,Clear,3597,Under Maintenance,No,Not Applicable,No,26.1,70.09,2019,5,May,Q2,23,Thursday,5,0,Night,0,0,0,0,Normal Flow (True Negative),1,33109,Moderate (1-4km),North
3291,2022-08-20 19:36:00,16.85892182,95.10102763,RD-1,93,99,Truck,Medium,Clear,2964,Under Maintenance,Yes,Fatal,No,22.01,83.75,2022,8,August,Q3,20,Saturday,19,1,Evening Peak,1,0,1,1,Missed Incident (False Negative),2,9207,Moderate (1-4km),East
3292,2021-10-24 10:35:00,8.888924094,72.43375149,RD-398,328,44,Bike,Low,Clear,1552,Slippery,No,Not Applicable,No,46.32,33.47,2021,10,October,Q4,24,Sunday,10,1,Morning Peak,0,0,0,0,Normal Flow (True Negative),1,14432,Moderate (1-4km),South
3293,2020-04-15 02:43:00,17.48828403,89.98940786,RD-327,368,113,Mixed,High,Clear,3834,Wet,Yes,Minor,No,31.68,38.44,2020,4,April,Q2,15,Wednesday,2,0,Night,1,0,0,0,Missed Incident (False Negative),3,41584,Moderate (1-4km),East
3294,2022-07-26 02:15:00,35.84667171,72.3077667,RD-260,64,112,Car,Very High,Snow,9797,Wet,No,Not Applicable,No,36.25,73.0,2022,7,July,Q3,26,Tuesday,2,0,Night,0,0,0,0,Normal Flow (True Negative),4,7168,Good (>4km),North
3295,2022-03-15 07:43:00,31.02795957,96.958828,RD-195,251,46,Mixed,Low,Fog,5977,Slippery,No,Not Applicable,No,49.04,56.24,2022,3,March,Q1,15,Tuesday,7,0,Morning Peak,0,0,0,0,Normal Flow (True Negative),1,11546,Good (>4km),North
3296,2019-05-31 12:30:00,13.42705654,77.63343774,RD-376,155,78,Mixed,Medium,Clear,6369,Slippery,No,Not Applicable,No,22.0,54.21,2019,5,May,Q2,31,Friday,12,0,Midday,0,0,0,0,Normal Flow (True Negative),2,12090,Good (>4km),South
3297,2019-12-28 13:00:00,8.348028301,82.38195034,RD-95,171,99,Truck,Very High,Clear,7838,Wet,No,Not Applicable,No,39.45,38.22,2019,12,December,Q4,28,Saturday,13,1,Midday,0,0,0,0,Normal Flow (True Negative),4,16929,Good (>4km),South
3298,2023-05-01 14:53:00,27.40446303,81.5382877,RD-453,194,12,Bus,Medium,Clear,5708,Wet,No,Not Applicable,No,22.22,60.41,2023,5,May,Q2,1,Monday,14,0,Midday,0,0,0,0,Normal Flow (True Negative),2,2328,Good (>4km),Central
3299,2022-03-24 00:45:00,24.79125299,70.95501894,RD-10,377,95,Mixed,Medium,Clear,9846,Dry,No,Not Applicable,No,31.26,37.59,2022,3,March,Q1,24,Thursday,0,0,Night,0,0,0,0,Normal Flow (True Negative),2,35815,Good (>4km),West
3300,2020-05-18 05:12:00,10.40647745,82.326435,RD-318,182,33,Mixed,Low,Clear,7407,Slippery,No,Not Applicable,No,44.11,58.6,2020,5,May,Q2,18,Monday,5,0,Night,0,0,0,0,Normal Flow (True Negative),1,6006,Good (>4km),South
3301,2018-09-16 21:46:00,36.01389637,72.33567383,RD-439,90,64,Bus,Medium,Rain,2063,Slippery,No,Not Applicable,No,33.0,75.82,2018,9,September,Q3,16,Sunday,21,1,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,5760,Moderate (1-4km),North
3302,2023-11-24 02:35:00,25.91600292,91.25744372,RD-187,431,82,Bus,Low,Rain,5078,Slippery,No,Not Applicable,No,49.92,45.5,2023,11,November,Q4,24,Friday,2,0,Night,0,0,0,0,Normal Flow (True Negative),1,35342,Good (>4km),East
3303,2019-01-08 03:45:00,26.89410845,95.79108957,RD-398,416,27,Mixed,Medium,Clear,2650,Slippery,No,Not Applicable,No,36.77,58.85,2019,1,January,Q1,8,Tuesday,3,0,Night,0,0,0,0,Normal Flow (True Negative),2,11232,Moderate (1-4km),East
3304,2020-10-26 16:27:00,32.75433605,91.4336948,RD-318,40,8,Car,Low,Clear,2090,Dry,No,Not Applicable,No,29.63,89.52,2020,10,October,Q4,26,Monday,16,0,Midday,0,0,0,0,Normal Flow (True Negative),1,320,Moderate (1-4km),North
3305,2022-04-20 02:25:00,17.77483479,80.50085587,RD-123,402,38,Car,Low,Storm,364,Under Maintenance,No,Not Applicable,Yes,26.6,71.2,2022,4,April,Q2,20,Wednesday,2,0,Night,0,1,0,0,False Alarm (False Positive),1,15276,Poor (<1km),Central
3306,2021-08-07 15:22:00,24.18933656,68.06877051,RD-165,300,109,Car,Very High,Storm,3475,Slippery,No,Not Applicable,No,30.52,80.48,2021,8,August,Q3,7,Saturday,15,1,Midday,0,0,0,0,Normal Flow (True Negative),4,32700,Moderate (1-4km),West
3307,2022-07-19 15:21:00,24.70946148,69.06266036,RD-370,418,42,Truck,Low,Fog,2071,Dry,No,Not Applicable,Yes,31.18,54.89,2022,7,July,Q3,19,Tuesday,15,0,Midday,0,1,0,0,False Alarm (False Positive),1,17556,Moderate (1-4km),West
3308,2019-03-11 21:42:00,36.05331116,82.3560192,RD-33,176,65,Truck,Medium,Rain,7303,Slippery,No,Not Applicable,Yes,22.06,76.07,2019,3,March,Q1,11,Monday,21,0,Evening Peak,0,1,0,0,False Alarm (False Positive),2,11440,Good (>4km),North
3309,2020-05-29 00:03:00,11.81310849,87.70513174,RD-338,423,31,Car,Low,Snow,9903,Wet,Yes,Fatal,No,31.09,32.43,2020,5,May,Q2,29,Friday,0,0,Night,1,0,1,1,Missed Incident (False Negative),1,13113,Good (>4km),South
3310,2019-10-25 03:24:00,30.00847909,91.76590789,RD-496,270,87,Car,Very High,Fog,540,Slippery,No,Not Applicable,No,33.93,37.37,2019,10,October,Q4,25,Friday,3,0,Night,0,0,0,0,Normal Flow (True Negative),4,23490,Poor (<1km),North
3311,2020-09-01 20:04:00,24.67938505,85.38641382,RD-276,165,35,Car,Medium,Fog,3908,Wet,No,Not Applicable,No,41.68,42.18,2020,9,September,Q3,1,Tuesday,20,0,Evening Peak,0,0,0,0,Normal Flow (True Negative),2,5775,Moderate (1-4km),East
3312,2018-12-29 16:23:00,32.51599193,96.37108066,RD-420,126,7,Bus,Very High,Clear,9755,Wet,No,Not Applicable,No,39.7,54.12,2018,12,December,Q4,29,Saturday,16,1,Midday,0,0,0,0,Normal Flow (True Negative),4,882,Good (>4km),North
